region,department,health_district,match_id,match_name,fac_name_processed,fac_name_orig,group_fac_type,fac_type_orig,group_fac_own,fac_own_orig,latitude,longitude,max_gps_dist,source,data_flagged,data_notes,decision_notes,last_updated,update_notes,n_gps,n_source,source_list,fac_id,fac_id_orig,fac_id_orig_var,n_fac_type,n_fac_own,no_department,no_health_district,no_fac_type,no_fac_own,no_gps,n_geos
Dakar,Guediawaye,Guediawaye,57,amadou lamine thiam,amadou lamine thiam,Amadou Lamine THIAM,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100541,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,58,amadou matar seck,amadou matar seck,Dr Amadou Matar SECK,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; SPA 2018,100050,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,58,amadou matar seck,amadou matar seck,Dr Amadou Matar Seck,poste de sante,Poste de sante,prive,Prive,,,,SPA 2018,,,,,,0,2,ANSD 2017-2018; SPA 2018,60106,60106,spafacid,1,1,0,0,0,0,1,1
Dakar,Pikine,Keur Massar,59,amadou moctar gueye,amadou moctar gueye,Dr Amadou Moctar GUEYE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100586,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,60,amadou ngom,amadou ngom,Amadou Ngom,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100390,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Pikine,Mbao,61,amar konde,amar konde,Dr Amar KONDE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100615,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,62,aminata diop coulibaly,aminata diop coulibaly,AMINATA DIOP COULIBALY PEDIATRE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,1,Confirm whether these are the same facilities (or same doctor but with different offices),,,,0,2,ANSD 2017-2018; SPA 2015,100143,PS_96,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,62,aminata diop coulibaly,aminata diop coulibaly,Aminata Diop Coulibaly Pediatre,poste de sante,Poste de sante,prive,Prive,,,,SPA 2015,1,Confirm whether these are the same facilities (or same doctor but with different offices),,,,0,2,ANSD 2017-2018; SPA 2015,30127,30127,spafacid,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,63,aminata diop coulibaly,aminata diop coulibaly,Dr Aminata Diop Coulibaly,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,1,Confirm whether these are the same facilities (or same doctor but with different offices),,,,0,1,ANSD 2017-2018,100416,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,64,aminata ndiaye traore,aminata ndiaye traore,Aminata Ndiaye Traoré,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100144,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,65,aminata toure haidara,aminata toure haidara,Dr Aminata Touré HAIDARA,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100051,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Guediawaye,Guediawaye,66,aminatou bangna,aminatou bangna,Dr Aminatou BANGNA,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100554,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,67,ammane ben-djoloune sow,ammane ben-djoloune sow,Dr.Ammane Ben-Djoloune SOW,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100469,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Guediawaye,Guediawaye,68,amy niambo ndao,amy niambo ndao,Amy Niambo Ndao,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100542,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,69,andre bejot,andre bejot,André Béjot,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100145,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,70,anne marie josephine avril badji,anne marie josephine avril badji,Anne Marie Joséphine Avril BADJI,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100146,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,71,annette mbaye derneville,annette mbaye derneville,CS annette M D'Erneville,centre de sante,Centre de sante,,,,,,MOH,,,,,,0,1,MOH,170203,,,1,1,0,0,0,1,1,1
Dakar,Dakar,Dakar Sud,72,ansoumana badji,ansoumana badji,Ansoumana Badji,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100147,PS_94,HFID2015,1,1,0,0,0,0,1,1
Dakar,Rufisque,Rufisque,73,antoine miyeli,antoine miyeli,Antoine Miyéli,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100702,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,74,apecsy 1,apecsy 1,APECSY 1,poste de sante,Poste de sante,publique,Publique,14.76090432,-17.46546288,,COUS,,,,,,1,2,COUS; MOH,120044,,,1,2,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,74,apecsy 1,apecsy 1,PS Apecsy 1,poste de sante,Poste de sante,publique,,,,,MOH,,,,,,1,2,COUS; MOH,170205,,,1,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,75,apix,apix,Poste sante Apix,poste de sante,Poste de sante,publique,Publique,14.80566417,-17.29195135,,COUS,,,,,,1,2,COUS; MOH,120182,,,1,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,75,apix,apix,PS Apix,poste de sante,Poste de sante,publique,,,,,MOH,,,,20230520,Updated health district to Rufisque,1,2,COUS; MOH,170331,,,1,2,0,0,0,0,0,1
Dakar,Pikine,Pikine,76,aqdev cite lobatt fall,aqdev cite lobatt fall,AQDEV CITE LOBATT FALL,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2014,100649,PS_194,HFID2015,1,2,0,0,0,0,0,1
Dakar,Pikine,Pikine,76,aqdev cite lobatt fall,aqdev cite lobatt fall,Aqdev Cite Lobatt Fall,poste de sante,Poste de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,14.77003,-17.37909,,SPA 2014,,,,,,1,2,ANSD 2017-2018; SPA 2014,20142,20142,spafacid,1,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,77,arafat,arafat,ARAFAT,poste de sante,Poste de sante,publique,Publique,,,0.47,ANSD 2017-2018,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),100703,PS_207,HFID2015,2,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,77,arafat,arafat,Poste de Arafat,poste de sante,Poste de sante,publique,Publique,14.71539834,-17.26372806,0.47,COUS,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),120164,,,2,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,77,arafat,arafat,PS Castor Arafat,poste de sante,Poste de sante,publique,,,,0.47,MOH,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),170294,,,2,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,77,arafat,arafat,Arafat Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.7166,-17.2595,0.47,Maina et. al (2019),,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),130004,,,2,2,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,78,arame diagne,arame diagne,Dr. Arame DIAGNE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,Assuming duplicate status,,,0,1,ANSD 2017-2018,100454,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,78,arame diagne,arame diagne,Dr.Arame DIAGNE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,Assuming duplicate status,,,0,1,ANSD 2017-2018,100470,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,79,arame mengue,arame mengue,Arame Mengue,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100391,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,80,aristide le dantec,aristide le dantec,Hôpital Aristide le Dantec,hopital,Hopital,publique,Publique,,,0.02,DGES,,,,20230520,Updated health district to Dakar Sud,2,3,DGES; Maina et. al (2019); SPA 2015,200038,,,2,1,0,1,0,0,0,1
Dakar,Dakar,Dakar Sud,80,aristide le dantec,aristide le dantec,Aristide Le Dantec Centre Hospitalier,hopital,Centre Hospitalier National,publique,Publique,14.6574,-17.4367,0.02,Maina et. al (2019),,,,20230520,Updated health district to Dakar Sud,2,3,DGES; Maina et. al (2019); SPA 2015,130005,,,2,1,0,1,0,0,0,1
Dakar,Dakar,Dakar Sud,80,aristide le dantec,aristide le dantec,Hopital Aristide Le Dantec,hopital,Hopital,publique,Publique,14.657233,-17.436817,0.02,SPA 2015,,,,20230520,Updated health district to Dakar Sud,2,3,DGES; Maina et. al (2019); SPA 2015,30010,30010,spafacid,2,1,0,1,0,0,0,1
Dakar,Dakar,Dakar Sud,81,aristide mensah,aristide mensah,Aristide Mensah,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100148,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,82,aristide rene ayite,aristide rene ayite,Aristide René Ayité,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100149,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Nord,83,arona kane diallo,arona kane diallo,Dr. Arona KANE Diallo,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100105,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,84,asbef,asbef,ASBEF,centre de sante,Centre de sante,prive,Prive,,,0.01,ANSD 2017-2018,,,,,,2,5,ANSD 2017-2018; COUS; SPA 2015; SPA 2017; SPA 2019,100007,CS_10,HFID2015,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,84,asbef,asbef,CLINIQUE ASBEF,centre de sante,Autre,prive,Prive laic,14.72722548,-17.44866578,0.01,COUS,,,Regional focal point confirmed facility type (health centre),,,2,5,ANSD 2017-2018; COUS; SPA 2015; SPA 2017; SPA 2019,121017,,,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,84,asbef,asbef,Asbef,centre de sante,Centre de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,14.72722,-17.44877,0.01,SPA 2015,,,,,,2,5,ANSD 2017-2018; COUS; SPA 2015; SPA 2017; SPA 2019,30048,30048,spafacid,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,84,asbef,asbef,Asbef,centre de sante,Centre de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,,,0.01,SPA 2017,,,,,,2,5,ANSD 2017-2018; COUS; SPA 2015; SPA 2017; SPA 2019,50040,50040,spafacid,2,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,84,asbef,asbef,Asbef,centre de sante,Centre de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,,,0.01,SPA 2019,,,,,,2,5,ANSD 2017-2018; COUS; SPA 2015; SPA 2017; SPA 2019,70038,70038,spafacid,2,3,0,0,0,0,0,1
Dakar,Guediawaye,Guediawaye,85,asbef,asbef,ASBEF,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2017,100543,PS_147,HFID2015,1,2,0,0,0,0,0,1
Dakar,Guediawaye,Guediawaye,85,asbef,asbef,Asbef,poste de sante,Poste de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,,,,SPA 2015,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2017,30136,30136,spafacid,1,2,0,0,0,0,0,1
Dakar,Guediawaye,Guediawaye,85,asbef,asbef,Asbef,poste de sante,Poste de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,14.77334,-17.40816,,SPA 2017,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2017,50140,50140,spafacid,1,2,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,86,asecna,asecna,ASECNA,poste de sante,Poste de sante,prive,Prive,,,2.01,ANSD 2017-2018,,,,,,2,3,ANSD 2017-2018; COUS; SPA 2015,100392,PS_112,HFID2015,1,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,86,asecna,asecna,SERVICE MEDICAL ASECNA,poste de sante,Poste de sante,publique,Publique,14.74759334,-17.4908641,2.01,COUS,,,,,,2,3,ANSD 2017-2018; COUS; SPA 2015,120055,,,1,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,86,asecna,asecna,Asecna,poste de sante,Poste de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,14.729389,-17.490513,2.01,SPA 2015,,,,,,2,3,ANSD 2017-2018; COUS; SPA 2015,30130,30130,spafacid,1,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,87,assane ba,assane ba,Dr Assane BA,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100052,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Pikine,Pikine,88,assane dieye,assane dieye,Assane Dièye,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100650,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Pikine,Pikine,89,assane sylla,assane sylla,Assane Sylla,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100651,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,90,assemblee nationale,assemblee nationale,ASSEMBLEE NATIONALE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100150,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Nord,91,atman begeloun,atman begeloun,Atman Bégéloun,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100081,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,92,augustine kiba dieng,augustine kiba dieng,Augustine Kiba Dieng,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100151,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,93,awa diagne sy,awa diagne sy,Awa Diagne Sy,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100152,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,94,awa diane,awa diane,Awa Diane,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100153,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,95,awa ly lountanding et mariam ly,awa ly lountanding et mariam ly,"Awa LY, Lountanding et Mariam LY",poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100393,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,96,awa ly sakho,awa ly sakho,Awa Ly Sakho,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100008,,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,97,ayi emko claude ajavon,ayi emko claude ajavon,Ayi Emko Claude AJAVON,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100394,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,98,ba ardo boubou ba,ba ardo boubou ba,BA Ardo Boubou Bâ,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100154,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,99,baalbaki,baalbaki,BAALBAKI,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100155,PS_87,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Nord,100,babacar fall,babacar fall,Babacar Fall,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100082,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,101,babacar faye,babacar faye,Babacar Faye,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100395,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,102,babacar kebe,babacar kebe,BABACAR KEBE,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,Assuming duplicate status,,,1,2,ANSD 2017-2018; SPA 2015,100396,PS_119,HFID2015,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,102,babacar kebe,babacar kebe,Babacar Kébé,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,Assuming duplicate status,,,1,2,ANSD 2017-2018; SPA 2015,100397,PS,HFID2015,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,102,babacar kebe,babacar kebe,Babacar Kebe,poste de sante,Poste de sante,prive,Prive,14.70295,-17.472533,,SPA 2015,,,,,,1,2,ANSD 2017-2018; SPA 2015,30132,30132,spafacid,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,103,babacar ngom,babacar ngom,Babacar NGOM,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100009,,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Ouest,104,babacar niang,babacar niang,Dr. Babacar NIANG,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100455,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Rufisque,Diamniadio,105,bacar dia,bacar dia,"Dr, Bacar DIA",poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100522,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Rufisque,Rufisque,106,bachir kamara,bachir kamara,Dr Bachir KAMARA,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100716,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Nord,107,badara diouf,badara diouf,Dr. Badara DIOUF,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100106,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,108,badreddine ali rachid,badreddine ali rachid,BADREDDINE ALI RACHID,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,1,2,ANSD 2017-2018; SPA 2014,100156,PS_91,HFID2015,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Sud,108,badreddine ali rachid,badreddine ali rachid,Badreddine Ali Rachid Fax,poste de sante,Poste de sante,prive,Prive,14.66623,-17.43746,,SPA 2014,,,,,,1,2,ANSD 2017-2018; SPA 2014,20123,20123,spafacid,1,1,0,0,0,0,0,1
Dakar,Dakar,Dakar Sud,108,badreddine ali rachid,badreddine ali rachid,Badreddine Ali Rachid,poste de sante,Poste de sante,prive,Prive,,,,SPA 2014,,,,,,1,2,ANSD 2017-2018; SPA 2014,20124,20124,spafacid,1,1,0,0,0,0,0,1
Dakar,Pikine,Mbao,109,baila mahmoudou sow,baila mahmoudou sow,Baïla Mahmoudou Sow,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100606,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Rufisque,Rufisque,110,bambilor,bambilor,BAMBILOR,poste de sante,Poste de sante,publique,Publique,,,0.14,ANSD 2017-2018,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),100704,PS_219,HFID2015,2,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,110,bambilor,bambilor,Poste de Bambylor,poste de sante,Poste de sante,publique,Publique,14.80111192,-17.18566667,0.14,COUS,,,,,,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),120165,,,2,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,110,bambilor,bambilor,PS Bambylor,poste de sante,Poste de sante,publique,,,,0.14,MOH,,,,20230520,Updated health district to Rufisque,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),170327,,,2,2,0,0,0,0,0,1
Dakar,Rufisque,Rufisque,110,bambilor,bambilor,Bambilor Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.8019,-17.1867,0.14,Maina et. al (2019),,,,20230520,Updated health district to Rufisque,2,4,ANSD 2017-2018; COUS; MOH; Maina et. al (2019),130006,,,2,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,111,bargny guedji,bargny guedji,BARGNY GUEDJI,poste de sante,Poste de sante,publique,Publique,,,0.58,ANSD 2017-2018,,,,,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),100518,PS_124,HFID2015,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,111,bargny guedji,bargny guedji,Bargny Guedj,poste de sante,Poste de sante,publique,Publique,14.68516359,-17.22476084,0.58,COUS,,,,,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),120079,,,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,111,bargny guedji,bargny guedji,Case de Santé de Bargny-Guédj,poste de sante,doctors,publique,,14.6851623,-17.22457427,0.58,HDX,,,Regional focal point confirmed facility type (health post),,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),140600,4820204457,osm_id,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,111,bargny guedji,bargny guedji,PS Bargny Guedji,poste de sante,Poste de sante,publique,,,,0.58,MOH,,,,,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),170306,,,3,2,0,0,0,0,0,1
Dakar,Rufisque,Diamniadio,111,bargny guedji,bargny guedji,Bargny Guedji Poste de Santé,poste de sante,Poste de Sante,publique,Publique,14.6878,-17.2292,0.58,Maina et. al (2019),,,,,,3,5,ANSD 2017-2018; COUS; HDX; MOH; Maina et. al (2019),130007,,,3,2,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,112,bassirou johnson,bassirou johnson,Dr Bassirou JOHNSON,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100417,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Sud,113,bat/sante,bat/sante,BAT/SANTE,centre de sante,Centre de sante,prive,Prive,,,,ANSD 2017-2018,1,Should this be matched with another facility (or does it have a different name)?,,,,0,1,ANSD 2017-2018,100157,CS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Dakar,Dakar Centre,114,bathily,bathily,Bathily,poste de sante,Poste de sante,prive,Prive,14.711844,-17.443229,,SPA 2016,1,Flagging for further feedback: could this match to Natissatou Bathily Ndoye from ANSD 2017-2018?,,20230520,Updated health district to Dakar Centre,1,2,SPA 2016; SPA 2018,40111,40111,,1,1,0,1,0,0,0,1
Dakar,Dakar,Dakar Centre,114,bathily,bathily,Bathily,poste de sante,Poste de sante,prive,Prive,,,,SPA 2018,1,Flagging for further feedback: could this match to Natissatou Bathily Ndoye from ANSD 2017-2018?,,20230520,Updated health district to Dakar Centre,1,2,SPA 2016; SPA 2018,60103,60103,spafacid,1,1,0,1,0,0,0,1
Dakar,Dakar,Dakar Centre,115,bel air,bel air,PS Bel air,poste de sante,Poste de sante,,,,,,MOH,1,Should this be matched to anything (or does it have a different name)? In MOH list only,,,,0,1,MOH,170194,,,1,1,0,0,0,1,1,1
Dakar,Dakar,Dakar Centre,116,bene tally,bene tally,DISPENSAIRE BENE TALLY,poste de sante,Poste de sante,publique,Publique,,,,ANSD 2017-2018,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2018,100042,PS_18,HFID2015,1,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,116,bene tally,bene tally,Dispensaire Bene Tally,poste de sante,Poste de sante,prive,Prive,14.714715,-17.449638,,SPA 2015,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2018,30114,30114,spafacid,1,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Centre,116,bene tally,bene tally,Dispensaire Bene Tally,poste de sante,Poste de sante,ong ou mission/confessionnel,ONG ou mission/confessionnel,,,,SPA 2018,,,,,,1,3,ANSD 2017-2018; SPA 2015; SPA 2018,60105,60105,spafacid,1,3,0,0,0,0,0,1
Dakar,Dakar,Dakar Ouest,117,benjamin nesseim,benjamin nesseim,Benjamin Nesseim,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100398,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Rufisque,Diamniadio,118,bineta ndiaye,bineta ndiaye,Bineta Ndiaye,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100519,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,,,119,bio 24,bio 24,Bio 24,autre,doctors,,,14.67194152,-17.4333829,,HDX,,,,,,1,1,HDX,141222,4233521291,osm_id,1,1,1,1,0,1,0,0
Dakar,Pikine,Pikine,120,birahim douta seck,birahim douta seck,Birahim Douta Seck,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,2,ANSD 2017-2018; SPA 2019,100652,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Pikine,Pikine,120,birahim douta seck,birahim douta seck,Birahim Douta Seck,poste de sante,Poste de sante,prive,Prive,,,,SPA 2019,,,,,,0,2,ANSD 2017-2018; SPA 2019,70135,70135,spafacid,1,1,0,0,0,0,1,1
Dakar,Rufisque,Rufisque,121,birane sylla,birane sylla,Dr Birane SYLLA,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100717,PS,HFID2015,1,1,0,0,0,0,1,1
Dakar,Pikine,Pikine,122,boubacar diop,boubacar diop,Boubacar Diop,poste de sante,Poste de sante,prive,Prive,,,,ANSD 2017-2018,,,,,,0,1,ANSD 2017-2018,100653,PS,HFID2015,1,1,0,0,0,0,1,1
